1	
101000	
101030	
101031	
101032	
101033	
101034	
101035	
101036	
101037	
101038	
101039	
101040	
101041	
101042	
101043	
101044	
101045	
101046	
101047	
101048	
101049	
101050	
101080	
101081	
101082	
101083	
101084	
101085	
101086	
101087	
101088	
101089	
101090	
101110	
101111	
101112	
101113	
101114	
101115	
101116	
101117	
101118	
101119	
101120	
101121	
101122	
101123	
101124	
101125	
101126	
101127	
101128	
101129	
101130	
101150	
101170	
101171	
101172	
101173	
101174	
101175	
101176	
101177	
101178	
101179	
101180	
201010	使用道具
201100	切换武器
301020	赐福
301060	魔法与祷告
301130	弓
301131	
301132	
301133	
301134	
301135	
301136	
301137	
301138	
301139	
301140	蹲下
301160	失去平衡
301500	地图
301501	
301502	
301503	
301504	
301505	
301506	
301507	
301508	
301509	
301510	赐福的指引
301511	
301512	
301513	
301514	
301515	
301516	
301517	
301518	
301519	
301520	骑马
301521	
301522	
301523	
301524	
301525	
301526	
301527	
301528	
301529	
301530	死亡
301531	
301532	
301533	
301534	
301535	
301536	
301537	
301538	
301539	
301540	玛莉卡楔石
301541	
301542	
301543	
301544	
301545	
301546	
301547	
301548	
301549	
301550	召唤灵魂
301551	
301552	
301553	
301554	
301555	
301556	
301557	
301558	
301559	
301560	材料道具
301561	
301562	
301563	
301564	
301565	
301566	
301567	
301568	
301569	
301570	制作道具
301571	
301572	
301573	
301574	
301575	
301576	
301577	
301578	
301579	
301580	容器道具
301581	
301582	
301583	
301584	
301585	
301586	
301587	
301588	
301589	
301590	灵药圣杯瓶
301591	
301592	
301593	
301594	
301595	
301596	
301597	
301598	
301599	
301600	赋予战技
301601	
301602	
301603	
301604	
301605	
301606	
301607	
301608	
301609	
301610	鸟瞰镜
301611	
301612	
301613	
301614	
301615	
301616	
301617	
301618	
301619	
301620	灵魂气流跳跃
301621	
301622	
301623	
301624	
301625	
301626	
301627	
301628	
301629	
301630	打败敌对团体
301631	
301632	
301633	
301634	
301635	
301636	
301637	
301638	
301639	
301640	露滴粪金龟
301641	
301642	
301643	
301644	
301645	
301646	
301647	
301648	
301649	
301650	召唤其他玩家
301651	
301652	
301653	
301654	
301655	
301656	
301657	
301658	
301659	
301660	协力多人联机游玩
301661	
301662	
301663	
301664	
301665	
301666	
301667	
301668	
301669	
301670	敌对多人联机游玩
301671	
301672	
301673	
301674	
301675	
301676	
301677	
301678	
301679	
301680	入侵多人联机游玩
301681	
301682	
301683	
301684	
301685	
301686	
301687	
301688	
301689	
301690	记号聚集处
302000	赋予属性
302380	猎人多人联机游玩
302381	
302382	
302383	
302384	
302385	
302386	
302387	
302388	
302389	
302390	碑文图案
302391	
302392	
302393	
302394	
302395	
302396	
302397	
302398	
302399	
302400	防御反击
302401	
302402	
302403	
302404	
302405	
302406	
302407	
302408	
302409	
302410	防御
302411	
302412	
302413	
302414	
302415	
302416	
302417	
302418	
302419	
302420	召唤猎人
302421	
302422	
302423	
302424	
302425	
302426	
302427	
302428	
302429	
302430	战技
302431	
302432	
302433	
302434	
302435	
302436	
302437	
302438	
302439	
302440	传送至赐福
302441	
302442	
302443	
302444	
302445	
302446	
302447	
302448	
302449	
302450	强化武器
302451	
302452	
302453	
302454	
302455	
302456	
302457	
302458	
302459	
302460	圆桌厅堂
302461	
302462	
302463	
302464	
302465	
302466	
302467	
302468	
302469	
302470	
302471	
302472	
302473	
302474	
302475	
302476	
302477	
302478	
302479	
302480	随身包包
302481	
302482	
302483	
302484	
302485	
302486	
302487	
302488	
302489	
302490	闪避
302491	
302492	
302493	
302494	
302495	
302496	
302497	
302498	
302499	
302500	大卢恩
302501	
302502	
302503	
302504	
302505	
302506	
302507	
302508	
302509	
302510	求学洞窟
