1760	能在天降遗迹的残骸旁等等地方发现
11000	暂时提升血量上限
11001	暂时提升精力上限
11002	恢复血量上限一半的血量
11003	恢复血量上限一半的血量
11004	恢复专注值上限一半的专注值
11005	恢复专注值上限一半的专注值
11006	提升抵抗力、治愈异常状态
11007	濒死时能自动恢复血量
11008	大幅减少受到的损伤
11009	一定时间内，缓慢恢复血量
11010	暂时提升精力的恢复速度
11011	暂时提升所有的减伤率
11012	暂时减轻装备重量
11013	攻击越是连续，越能提升攻击力
11014	一定时间内，强化蓄力攻击
11015	一定时间内，强化翻滚的闪避能力
11016	能引发自爆
11017	能引发自爆
11018	暂时提升强韧度
11019	死亡时不会掉落卢恩
11020	受到的损伤能转为恢复血量
11021	暂时提升力气
11022	暂时提升灵巧
11023	暂时提升智力
11024	暂时提升信仰
11025	所有专注值的消耗都归零
11026	攻击时变得容易让敌人失去平衡
11027	能净化鲜血君王的倒数诅咒
11028	暂时提升火属性攻击力
11029	暂时提升魔力属性攻击力
11030	暂时提升雷属性攻击力
11031	暂时提升圣属性攻击力
15000	狩猎草食性野兽，有机会获得
15001	
15002	
15003	
15004	
15005	
15006	
15007	
15008	
15009	
15010	狩猎草食性野兽，有机会获得
15011	
15012	
15013	
15014	
15015	
15016	
15017	
15018	
15019	
15020	狩猎肉食性野兽，有机会获得
15021	
15022	
15023	
15024	
15025	
15026	
15027	
15028	
15029	
15030	狩猎肉食性野兽，有机会获得
15031	
15032	
15033	
15034	
15035	
15036	
15037	
15038	
15039	
15040	狩猎肉食性野兽，有机会获得
15041	
15042	
15043	
15044	
15045	
15046	
15047	
15048	
15049	
15050	狩猎草食性野兽，有机会获得
15051	
15052	
15053	
15054	
15055	
15056	
15057	
15058	
15059	
15060	狩猎鸟类，有机会获得
15061	
15062	
15063	
15064	
15065	
15066	
15067	
15068	
15069	
15070	狩猎鸟类，有极低机会获得
15071	
15072	
15073	
15074	
15075	
15076	
15077	
15078	
15079	
15080	狩猎鸟类，有机会获得
15081	
15082	
15083	
15084	
15085	
15086	
15087	
15088	
15089	
15090	狩猎龟类，有机会获得
15091	
15092	
15093	
15094	
15095	
15096	
15097	
15098	
15099	
15100	狩猎死诞者，有机会获得
15101	
15102	
15103	
15104	
15105	
15106	
15107	
15108	
15109	
15110	狩猎大蜻蜓，有机会获得
15111	
15112	
15113	
15114	
15115	
15116	
15117	
15118	
15119	
15120	狩猎鸮，有机会获得
15121	
15122	
