2000300	能丢向敌人，给予更大幅火属性伤害
2000301	
2000302	
2000303	
2000304	
2000305	
2000306	
2000307	
2000308	
2000309	
2000310	能丢向敌人，给予大幅伤害
2000311	
2000312	
2000313	
2000314	
2000315	
2000316	
2000317	
2000318	
2000319	
2000320	能丢向敌人，给予更大幅雷属性伤害
2000321	
2000322	
2000323	
2000324	
2000325	
2000326	
2000327	
2000328	
2000329	
2000330	能丢向敌人，大量累积剧毒
2000331	
2000332	
2000333	
2000334	
2000335	
2000336	
2000337	
2000338	
2000339	
2000340	能丢向敌人，招来一大群血蝇攻击
2000360	能丢向敌人，大幅累积冻伤量表
2000361	
2000362	
2000363	
2000364	
2000365	
2000366	
2000367	
2000368	
2000369	
2000370	能丢向敌人，大幅累积中毒量表
2000371	
2000372	
2000373	
2000374	
2000375	
2000376	
2000377	
2000378	
2000379	
2000380	能丢向敌人，让对方更加浑身油污
2000600	能产生强烈热气，给予大幅火属性伤害
2000620	能丢向敌人，大幅累积发狂量表
2000650	能消耗专注值丢出，形成大量怨魂群
2000651	
2000652	
2000653	
2000654	
2000655	
2000656	
2000657	
2000658	
2000659	
2000660	能丢向敌人，给予更大幅魔力属性伤害
2000661	
2000662	
2000663	
2000664	
2000665	
2000666	
2000667	
2000668	
2000669	
2000670	能丢向敌人，大幅累积猩红腐败量表
2000671	
2000672	
2000673	
2000674	
2000675	
2000676	
2000677	
2000678	
2000679	
2000680	能丢向敌人，形成漩涡状火焰
2000681	
2000682	
2000683	
2000684	
2000685	
2000686	
2000687	
2000688	
2000689	
2000690	能给予大幅雷属性伤害，范围遍及周围的敌人
2000691	
2000692	
2000693	
2000694	
2000695	
2000696	
2000697	
2000698	
2000699	
2000700	能给予雷属性伤害，范围遍及周围的敌人
2000701	
2000702	
2000703	
2000704	
2000705	
2000706	
2000707	
2000708	
2000709	
2000710	能丢向敌人，累积发狂量表
2000740	能消耗专注值丢出，累积永眠量表
2000760	能丢向背后的敌人，累积发狂量表
2000800	骑乘灵马奔驰时，能推动敌人
2000900	能完全恢复血量，治愈所有异常状态
2000901	
2000902	
2000903	
2000904	
2000905	
2000906	
2000907	
2000908	
2000909	
2000910	缓慢累积催眠量表，也缓慢恢复专注值
2001100	能提升生命力、耐力、力气、灵巧
2001101	
2001102	
2001103	
2001104	
2001105	能提升生命力、耐力、力气、灵巧
2001106	
2001107	
2001108	
2001109	
2001110	能提升集中力、智力、信仰、感应
2001111	
2001112	
2001113	
2001114	
2001115	
2001116	
2001117	
2001118	
2001119	
2001120	能暂时大幅提升魔力属性减伤率
2001121	
2001122	
2001123	
2001124	
2001125	
2001126	
2001127	
2001128	
2001129	
2001130	能暂时大幅提升火属性减伤率
2001131	
2001132	
2001133	
2001134	
2001135	
2001136	
2001137	
2001138	
2001139	
2001140	能暂时大幅提升雷属性减伤率
2001141	
2001142	
2001143	
2001144	
2001145	
2001146	
2001147	
2001148	
2001149	
2001150	能暂时大幅提升圣属性减伤率
2001151	
2001152	
2001153	
2001154	
2001155	
2001156	
2001157	
2001158	
2001159	
2001160	能暂时大幅提升物理以外的减伤率
2001161	
2001162	
2001163	
2001164	
2001165	
2001166	
2001167	
2001168	
2001169	
2001170	能暂时大幅提升精力的恢复速度
2001200	能暂时提升物理减伤率，缓慢恢复血量
2001201	能暂时提升物理减伤率，缓慢大幅恢复血量
2001202	能暂时提升物理减伤率，缓慢恢复血量
2001203	能暂时提升物理减伤率，缓慢大幅恢复血量
2001204	
2001205	
2001206	
2001207	
2001208	
2001209	
2001210	能提升物理攻击力与感应，周围陷入出血时更加提升
2001211	
2001212	
2001213	
2001214	
2001215	
2001216	
2001217	
2001218	
2001219	
2001220	能暂时提升观察力
2001221	
2001222	
2001223	
2001224	
2001225	
2001226	
2001227	
2001228	
2001229	
2001230	一定时间内，增加打倒敌人后获得的卢恩
2001400	能涂在武器上，附加较强的火属性攻击力
2001401	
2001402	
2001403	
2001404	
2001405	
2001406	
2001407	
2001408	
2001409	
2001410	能涂在武器上，附加较强的雷属性攻击力
2001411	
2001412	
2001413	
2001414	
2001415	
2001416	
2001417	
2001418	
2001419	
2001420	能涂在武器上，附加较强的魔力属性攻击力
2001421	
2001422	
2001423	
2001424	
2001425	
2001426	
2001427	
2001428	
2001429	
2001430	能涂在武器上，附加较强的圣属性攻击力
2001450	能涂在武器上，附加异常状态永眠
2001480	能涂在武器上，额外大幅增加对龙的伤害
2001500	能快速涂在武器上，附加较强的火属性攻击力
2001501	
2001502	
2001503	
2001504	
2001505	
2001506	
2001507	
2001508	
2001509	
2001510	能快速涂在武器上，附加较强的雷属性攻击力
2001511	
2001512	
2001513	
2001514	
2001515	
2001516	
2001517	
2001518	
2001519	
2001520	能快速涂在武器上，附加较强的魔力属性攻击力
2001521	
2001522	
2001523	
2001524	
2001525	
2001526	
2001527	
2001528	
2001529	
2001530	能快速涂在武器上，附加较强的圣属性攻击力
2001550	能快速涂在武器上，附加异常状态永眠
2001600	能涂在武器上，攻击命中时获得微量的卢恩
2001700	能丢向敌人，给予伤害
2001701	
2001702	
2001703	
2001704	
2001705	
2001706	
2001707	
2001708	
2001709	
2001710	能丢向敌人给予大幅伤害，并额外增加对龙的伤害
2002000	能发出人活动时，会有的声响
2002001	
2002002	
2002003	
2002004	
2002005	
2002006	
2002007	
2002008	
2002009	
2002010	能以人身化为古龙，并强化龙飨的祷告
2002011	
2002012	
2002013	
2002014	
2002015	
2002016	
2002017	
2002018	
2002019	
2002020	能以人身化为古龙，并强化王城古龙信仰的祷告
2002021	
2002022	
2002023	
2002024	
2002025	
2002026	
2002027	
2002028	
2002029	
2002030	戴上面具后能变形为喟叹者，让头部变得巨大
2002100	能消耗专注值，提升所有的减伤率
2002120	戴在眼睛上，能给予片刻的赐福光芒
2002121	
2002122	
2002123	
2002124	
2002125	
2002126	
2002127	
2002128	
2002129	
2002130	戴在眼睛上，能夺走所有光芒
2002131	
2002132	
2002133	
2002134	
2002135	
2002136	
2002137	
2002138	
2002139	
2002140	一般人喝下，会立刻死亡
2002141	
2002142	
2002143	
2002144	
2002145	
2002146	
2002147	
2002148	
2002149	
2002150	能发出幸福的喟叹声
2002900	透过解指的帮助，能获得追忆之主的力量
2002901	透过解指的帮助，能获得追忆之主的力量
2002902	透过解指的帮助，能获得追忆之主的力量
2002903	透过解指的帮助，能获得追忆之主的力量
2002904	透过解指的帮助，能获得追忆之主的力量
2002905	透过解指的帮助，能获得追忆之主的力量
2002906	
2002907	透过解指的帮助，能获得追忆之主的力量
2002908	透过解指的帮助，能获得追忆之主的力量
2002909	透过解指的帮助，能获得追忆之主的力量
2002910	透过解指的帮助，能获得追忆之主的力量
2002950	使用后能获得４００００卢恩
2002951	使用后能获得５００卢恩
2002952	使用后能获得７５００卢恩
2002953	使用后能获得１００００卢恩
2002954	使用后能获得１２５００卢恩
2002955	使用后能获得１５０００卢恩
2002956	使用后能获得１７５００卢恩
2002957	使用后能获得２２５００卢恩
2002958	使用后能获得３００００卢恩
2002959	使用后能获得５００００卢恩
2002960	使用后能获得８００００卢恩
2003000	精灵石内的精灵消失的当下，能引发灵力爆炸
2003001	能消耗专注值，释放缓慢追踪敌人的精灵
2003130	能消耗专注值，在使用者周围召唤怨魂
2003131	
2003132	
2003133	
2003134	
2003135	
2003136	
2003137	
2003138	
2003139	
2003140	能消耗专注值，朝前方释放火焰
2003141	
2003142	
2003143	
2003144	
2003145	
2003146	
2003147	
2003148	
2003149	
2003150	能消耗专注值，召唤因死迷途的人
2003151	
2003152	
2003153	
2003154	
2003155	
2003156	
2003157	
2003158	
2003159	
2003160	能消耗专注值，散布癫火
2003161	
2003162	
2003163	
2003164	
2003165	
2003166	
2003167	
2003168	
2003169	
2003170	能消耗专注值，提升攻击力与防御力
2003171	
2003172	
2003173	
2003174	
2003175	
2003176	
2003177	
2003178	
2003179	
2003180	能消耗专注值丢出，形成娇小的火焰蛇
2003181	
2003182	
2003183	
2003184	
2003185	
2003186	
2003187	
2003188	
2003189	
2003190	能消耗专注值，释放在地面跳动前进的火精灵
2003191	
2003192	
2003193	
2003194	
2003195	
2003196	
2003197	
2003198	
2003199	
2003200	能消耗专注值，释放魔力指爪
2003310	能消耗专注值，让附近的人物持续恢复血量
2003350	能消耗专注值，让刺中的对象与周围敌人受到魅惑
2004300	溶入辉石烟雾，隐藏自己的身影
2004301	
2004302	
2004303	
2004304	
2004305	
2004306	
2004307	
2004308	
2004309	
2004310	在自身头上画出魔法阵，形成延后现形的三只辉剑
2004311	
2004312	
2004313	
2004314	
2004315	
2004316	
2004317	
2004318	
2004319	
2004320	呼唤双月降临自身，月亮将朝地面先后坠落
2004500	释放迸裂飞去的魔力指爪
2004501	
2004502	
2004503	
2004504	
2004505	
2004506	
2004507	
2004508	
2004509	
2004510	释放迸裂飞去的多个魔力指爪
2004700	从大地形成岩块刀刃
2004701	
2004702	
2004703	
2004704	
2004705	
2004706	
2004707	
2004708	
2004709	
2004710	释放重力球接连拉近敌人，再引发爆炸
2004900	全身缠上生自幽影树的拒绝的刺
2004901	
2004902	
2004903	
2004904	
2004905	
2004906	
2004907	
2004908	
2004909	
2004910	从地面形成生自幽影树的拒绝的刺
2005000	形成多个灵魂光环，再一口气释放
2006200	释放多个漩涡状融泥
2006201	
2006202	
2006203	
2006204	
2006205	
2006206	
2006207	
2006208	
2006209	
2006210	释放大块融泥
2006300	在小指根部形成血焰刀刃，撕裂敌人
2006400	朝远方的我方人物释放，大幅恢复血量
2006650	在背部形成大量尖针，横扫周围
2006651	
2006652	
2006653	
2006654	
2006655	
2006656	
2006657	
2006658	
2006659	
2006660	在胸口形成米兰达之花，召唤光芒雨
2006661	
2006662	
2006663	
2006664	
2006665	
2006666	
2006667	
2006668	
2006669	
2006670	持续恢复周围我方人物的血量
2006671	
2006672	
2006673	
2006674	
2006675	
2006676	
2006677	
2006678	
2006679	
2006680	形成、释放朝目标飞去的黄金石砾
2006681	
2006682	
2006683	
2006684	
2006685	
2006686	
2006687	
2006688	
2006689	
2006690	释放弹飞周围人物的黄金冲击波
2006691	
2006692	
2006693	
2006694	
2006695	
2006696	
2006697	
2006698	
2006699	
2006700	用光柱消灭目标
2006701	
2006702	
2006703	
2006704	
2006705	
2006706	
2006707	
2006708	
2006709	
2006710	释放相迭的黄金光环，给予连续伤害
2006800	将自身化为大红熊，发出轰然咆哮
2006900	丢掷雷电枪后，古龙徽章也会释放雷电枪
2006901	
2006902	
2006903	
