2000300	敵に投げつけ、とても大きな炎ダメージを与える
2000301	
2000302	
2000303	
2000304	
2000305	
2000306	
2000307	
2000308	
2000309	
2000310	敵に投げつけ、大きなダメージを与える
2000311	
2000312	
2000313	
2000314	
2000315	
2000316	
2000317	
2000318	
2000319	
2000320	敵に投げつけ、とても大きな雷ダメージを与える
2000321	
2000322	
2000323	
2000324	
2000325	
2000326	
2000327	
2000328	
2000329	
2000330	敵に投げつけ、大きく猛毒を蓄積する
2000331	
2000332	
2000333	
2000334	
2000335	
2000336	
2000337	
2000338	
2000339	
2000340	敵に投げつけ、血蠅の大群が襲いかかる
2000360	敵に投げつけ、大きく冷気を蓄積する
2000361	
2000362	
2000363	
2000364	
2000365	
2000366	
2000367	
2000368	
2000369	
2000370	敵に投げつけ、大きく毒を蓄積する
2000371	
2000372	
2000373	
2000374	
2000375	
2000376	
2000377	
2000378	
2000379	
2000380	敵に投げつけ、ひどく油まみれにする
2000600	強い熱気を生じ、大きな炎ダメージを与える
2000620	敵に投げつけ、大きく発狂を蓄積する
2000650	ＦＰを消費して投げつけ、多くの怨霊たちを生じる
2000651	
2000652	
2000653	
2000654	
2000655	
2000656	
2000657	
2000658	
2000659	
2000660	敵に投げつけ、とても大きな魔力ダメージを与える
2000661	
2000662	
2000663	
2000664	
2000665	
2000666	
2000667	
2000668	
2000669	
2000670	敵に投げつけ、大きく腐敗を蓄積する
2000671	
2000672	
2000673	
2000674	
2000675	
2000676	
2000677	
2000678	
2000679	
2000680	敵に投げつけ、渦巻く炎を生じる
2000681	
2000682	
2000683	
2000684	
2000685	
2000686	
2000687	
2000688	
2000689	
2000690	周囲の敵を巻き込み、大きな雷ダメージを与える
2000691	
2000692	
2000693	
2000694	
2000695	
2000696	
2000697	
2000698	
2000699	
2000700	周囲の敵を巻き込み、雷ダメージを与える
2000701	
2000702	
2000703	
2000704	
2000705	
2000706	
2000707	
2000708	
2000709	
2000710	敵に投げつけ、発狂を蓄積する
2000740	ＦＰを消費して投げつけ、永眠を蓄積する
2000760	背後の敵に投げつけ、発狂を蓄積する
2000800	霊馬が駆け出すとき、敵を押し出すようになる
2000900	ＨＰを完全に回復し、全ての状態異常を癒す
2000901	
2000902	
2000903	
2000904	
2000905	
2000906	
2000907	
2000908	
2000909	
2000910	ゆっくりと睡眠を蓄積し、ＦＰが少しずつ回復する
2001100	生命力、持久力、筋力、技量を上昇させる
2001101	
2001102	
2001103	
2001104	
2001105	生命力、持久力、筋力、技量を上昇させる
2001106	
2001107	
2001108	
2001109	
2001110	精神力、知力、信仰、神秘を上昇させる
2001111	
2001112	
2001113	
2001114	
2001115	
2001116	
2001117	
2001118	
2001119	
2001120	一時的に、魔力カット率を大きく高める
2001121	
2001122	
2001123	
2001124	
2001125	
2001126	
2001127	
2001128	
2001129	
2001130	一時的に、炎カット率を大きく高める
2001131	
2001132	
2001133	
2001134	
2001135	
2001136	
2001137	
2001138	
2001139	
2001140	一時的に、雷カット率を大きく高める
2001141	
2001142	
2001143	
2001144	
2001145	
2001146	
2001147	
2001148	
2001149	
2001150	一時的に、聖カット率を大きく高める
2001151	
2001152	
2001153	
2001154	
2001155	
2001156	
2001157	
2001158	
2001159	
2001160	一時的に、物理以外のカット率を大きく高める
2001161	
2001162	
2001163	
2001164	
2001165	
2001166	
2001167	
2001168	
2001169	
2001170	一時的に、スタミナ回復速度を大きく高める
2001200	物理カット率を高め、ＨＰをゆっくりと回復する
2001201	物理カット率を高め、ＨＰをゆっくり大きく回復する
2001202	物理カット率を高め、ＨＰをゆっくりと回復する
2001203	物理カット率を高め、ＨＰをゆっくり大きく回復する
2001204	
2001205	
2001206	
2001207	
2001208	
2001209	
2001210	物理攻撃力と神秘を高め、出血の発生で更に高まる
2001211	
2001212	
2001213	
2001214	
2001215	
2001216	
2001217	
2001218	
2001219	
2001220	一時的に、発見力が上昇する
2001221	
2001222	
2001223	
2001224	
2001225	
2001226	
2001227	
2001228	
2001229	
2001230	一定時間、敵を倒した時の取得ルーンが増える
2001400	武器に塗り、大きな炎攻撃力を付加する
2001401	
2001402	
2001403	
2001404	
2001405	
2001406	
2001407	
2001408	
2001409	
2001410	武器に塗り、大きな雷攻撃力を付加する
2001411	
2001412	
2001413	
2001414	
2001415	
2001416	
2001417	
2001418	
2001419	
2001420	武器に塗り、大きな魔力攻撃力を付加する
2001421	
2001422	
2001423	
2001424	
2001425	
2001426	
2001427	
2001428	
2001429	
2001430	武器に塗り、大きな聖攻撃力を付加する
